consonant,voice,place,manner,prosody,condur,vowdur,subject,token
z,1,1,1,1,183,363,20,9
s,0,1,1,1,268,239,18,4
t,0,1,0,1,150,180,1,7
f,0,0,1,1,267,232,8,2
v,1,0,1,1,170,257,19,3
f,0,0,1,1,295,276,3,8
v,1,0,1,1,156,311,14,5
z,1,1,1,1,239,284,16,3
t,0,1,0,1,138,219,5,1
v,1,0,1,1,164,235,17,3
v,1,0,1,1,123,286,19,7
p,0,0,0,1,141,191,20,4
z,1,1,1,1,199,293,6,4
v,1,0,1,1,112,287,4,5
s,0,1,1,1,248,313,7,7
z,1,1,1,1,195,267,13,4
z,1,1,1,1,194,308,19,7
v,1,0,1,1,126,208,9,4
f,0,0,1,1,171,265,14,5
f,0,0,1,1,232,223,14,10
s,0,1,1,1,182,433,10,10
v,1,0,1,1,187,227,18,6
p,0,0,0,1,126,196,11,5
z,1,1,1,1,246,304,16,6
d,1,1,0,1,97,264,16,4
b,1,0,0,1,124,190,11,7
v,1,0,1,1,199,228,18,3
v,1,0,1,1,146,337,12,4
f,0,0,1,1,187,264,7,8
s,0,1,1,1,258,242,12,10
b,1,0,0,1,215,260,10,6
f,0,0,1,1,300,149,6,4
t,0,1,0,1,187,152,11,2
t,0,1,0,1,148,185,13,8
t,0,1,0,1,189,149,8,8
b,1,0,0,1,124,228,11,5
b,1,0,0,1,99,294,9,5
f,0,0,1,1,239,196,1,6
f,0,0,1,1,208,272,16,1
b,1,0,0,1,99,235,13,2
z,1,1,1,1,198,300,15,5
t,0,1,0,1,215,257,10,1
v,1,0,1,1,169,262,1,3
d,1,1,0,1,127,219,1,9
p,0,0,0,1,165,185,4,8
t,0,1,0,1,206,140,15,9
z,1,1,1,1,213,243,1,1
f,0,0,1,1,209,201,18,9
s,0,1,1,1,176,301,16,8
z,1,1,1,1,182,256,4,8
d,1,1,0,1,127,223,13,9
t,0,1,0,1,213,211,14,3
f,0,0,1,1,196,217,5,7
v,1,0,1,1,139,361,20,9
p,0,0,0,1,153,192,20,8
p,0,0,0,1,143,223,20,1
d,1,1,0,1,129,282,7,9
b,1,0,0,1,185,114,15,8
t,0,1,0,1,167,230,14,6
v,1,0,1,1,144,302,11,2
z,1,1,1,1,165,299,4,9
p,0,0,0,1,210,141,6,3
b,1,0,0,1,208,138,15,4
f,0,0,1,1,205,203,9,10
p,0,0,0,1,190,159,6,4
z,1,1,1,1,114,429,20,1
t,0,1,0,1,127,193,11,8
b,1,0,0,1,208,251,18,6
d,1,1,0,1,102,229,2,10
f,0,0,1,1,201,156,17,7
p,0,0,0,1,169,154,18,7
f,0,0,1,1,254,231,8,1
t,0,1,0,1,214,175,8,7
d,1,1,0,1,195,247,15,5
z,1,1,1,1,150,344,9,10
d,1,1,0,1,113,205,13,5
f,0,0,1,1,220,188,19,10
s,0,1,1,1,250,279,8,10
d,1,1,0,1,193,255,6,1
f,0,0,1,1,217,209,18,6
f,0,0,1,1,202,217,5,9
p,0,0,0,1,175,216,12,9
p,0,0,0,1,176,165,13,8
f,0,0,1,1,196,184,18,8
z,1,1,1,1,177,275,9,3
f,0,0,1,1,233,174,17,8
z,1,1,1,1,176,215,15,9
z,1,1,1,1,143,240,17,1
t,0,1,0,1,119,186,19,9
v,1,0,1,1,136,280,4,3
p,0,0,0,1,221,210,2,3
t,0,1,0,1,186,192,20,10
s,0,1,1,1,261,203,13,4
b,1,0,0,1,135,255,9,10
t,0,1,0,1,229,199,8,5
p,0,0,0,1,152,218,4,5
z,1,1,1,1,177,333,16,8
f,0,0,1,1,242,228,18,5
b,1,0,0,1,117,287,7,3
v,1,0,1,1,187,211,17,4
s,0,1,1,1,194,263,5,7
z,1,1,1,1,172,389,8,9
v,1,0,1,1,198,289,16,9
z,1,1,1,1,213,296,1,6
z,1,1,1,1,127,259,17,3
v,1,0,1,1,224,376,3,9
s,0,1,1,1,189,357,14,3
t,0,1,0,1,239,153,10,3
z,1,1,1,1,149,290,12,4
b,1,0,0,1,77,284,4,10
s,0,1,1,1,238,241,9,9
p,0,0,0,1,133,215,14,6
d,1,1,0,1,78,245,2,4
f,0,0,1,1,239,204,1,10
b,1,0,0,1,206,261,20,7
p,0,0,0,1,282,144,12,4
v,1,0,1,1,99,402,14,4
p,0,0,0,1,157,176,20,9
f,0,0,1,1,210,254,16,5
p,0,0,0,1,124,190,20,6
b,1,0,0,1,131,217,11,1
p,0,0,0,1,118,203,19,1
v,1,0,1,1,213,306,3,3
b,1,0,0,1,115,262,16,7
s,0,1,1,1,188,243,11,1
d,1,1,0,1,106,230,19,4
z,1,1,1,1,131,310,9,6
v,1,0,1,1,123,308,6,7
z,1,1,1,1,150,383,20,2
z,1,1,1,1,201,262,10,7
z,1,1,1,1,217,240,2,8
f,0,0,1,1,165,331,7,10
v,1,0,1,1,165,229,2,5
b,1,0,0,1,108,174,13,10
f,0,0,1,1,239,199,8,8
b,1,0,0,1,103,193,18,3
s,0,1,1,1,154,348,4,7
b,1,0,0,1,32,251,5,7
b,1,0,0,1,186,288,20,1
p,0,0,0,1,164,205,4,9
b,1,0,0,1,223,227,2,2
v,1,0,1,1,220,237,2,1
v,1,0,1,1,176,377,10,7
t,0,1,0,1,198,223,4,1
v,1,0,1,1,173,276,6,4
t,0,1,0,1,220,189,19,10
p,0,0,0,1,171,196,4,10
p,0,0,0,1,141,191,4,4
b,1,0,0,1,157,238,8,5
t,0,1,0,1,172,177,13,4
d,1,1,0,1,136,272,18,5
f,0,0,1,1,225,167,17,3
s,0,1,1,1,177,298,4,5
v,1,0,1,1,177,246,2,7
p,0,0,0,1,187,184,16,10
z,1,1,1,1,177,311,12,9
s,0,1,1,1,292,252,2,6
p,0,0,0,1,233,123,15,1
d,1,1,0,1,191,185,15,9
p,0,0,0,1,162,219,14,8
p,0,0,0,1,165,170,13,9
b,1,0,0,1,102,229,1,2
b,1,0,0,1,141,238,5,4
t,0,1,0,1,170,135,17,3
v,1,0,1,1,65,260,15,9
z,1,1,1,1,153,242,17,6
z,1,1,1,1,222,295,16,10
v,1,0,1,1,152,317,5,6
f,0,0,1,1,183,226,9,5
v,1,0,1,1,243,276,3,2
b,1,0,0,1,132,231,19,3
s,0,1,1,1,204,208,1,4
z,1,1,1,1,238,238,2,6
p,0,0,0,1,196,210,9,9
b,1,0,0,1,96,213,19,2
v,1,0,1,1,137,350,3,5
z,1,1,1,1,142,301,11,2
s,0,1,1,1,267,243,18,7
s,0,1,1,1,235,226,12,4
z,1,1,1,1,167,227,1,10
b,1,0,0,1,130,192,13,4
p,0,0,0,1,172,154,17,9
v,1,0,1,1,150,412,15,3
d,1,1,0,1,127,273,5,7
b,1,0,0,1,157,245,3,5
s,0,1,1,1,354,129,15,8
s,0,1,1,1,211,200,13,7
d,1,1,0,1,167,264,20,3
p,0,0,0,1,189,181,12,10
s,0,1,1,1,268,213,18,5
f,0,0,1,1,324,118,15,5
s,0,1,1,1,269,271,2,9
s,0,1,1,1,171,230,11,3
z,1,1,1,1,180,329,11,5
b,1,0,0,1,140,156,17,4
t,0,1,0,1,262,166,10,5
v,1,0,1,1,162,241,1,8
